title,authors,code_link
Fine-Grained Erasure in Text-to-Image Diffusion-based Foundation Models,Kartik Thakral · Tamar Glaser · Tal Hassner · Mayank Vatsa · Richa Singh,
Exploring Simple Open-Vocabulary Semantic Segmentation,Zihang Lai,
GCE-Pose: Global Context Enhancement for Category-level Object Pose Estimation,Weihang Li · Hongli XU · Junwen Huang · HyunJun Jung · Kuan-Ting Yu · Nassir Navab · Benjamin Busam,
Hierarchical Features Matter: A Deep Exploration of Progressive Parameterization Method for Dataset Distillation,Xinhao Zhong · Hao Fang · Bin Chen · Xulin Gu · Meikang Qiu · Shuhan Qi · Shu-Tao Xia,
Towards a Universal Synthetic Video Detector: From Face or Background Manipulations to Fully AI-Generated Content,Rohit Kundu · Hao Xiong · Vishal Mohanty · Athula Balachandran · Amit K. Roy-Chowdhury,
M-LLM Based Video Frame Selection for Efficient Video Understanding,Kai Hu · Feng Gao · Xiaohan Nie · Peng Zhou · Son Dinh Tran · Tal Neiman · Lingyun Wang · Mubarak Shah · Raffay Hamid · Bing Yin · Trishul Chilimbi,
SinGS: Animatable Single-Image Human Gaussian Splats with Kinematic Priors,Yufan Wu · Xuanhong Chen · Wen Li · Shunran Jia · Hualiang Wei · Kairui Feng · Jialiang CHEN · Yuhan Li · Ang He · Weimin Zhang · Bingbing Ni · Wenjun Zhang,
AnyMoLe: Any Character Motion In-betweening Leveraging Video Diffusion Models,Kwan Yun · Seokhyeon Hong · Chaelin Kim · Junyong Noh,
FFaceNeRF: Few-shot Face Editing in Neural Radiance Fields,Kwan Yun · Chaelin Kim · Hangyeul Shin · Junyong Noh,
SALAD: Skeleton-aware Latent Diffusion for Text-driven Motion Generation and Editing,Seokhyeon Hong · Chaelin Kim · Serin Yoon · Junghyun Nam · Sihun Cha · Junyong Noh,
Opportunistic Single-Photon Time of Flight,Sotiris Nousias · Mian Wei · Howard Xiao · Maxx Wu · Shahmeer Athar · Kevin J Wang · Anagh Malik · David A. Barmherzig · David B. Lindell · Kiriakos Kutulakos,
Seq2Time: Sequential Knowledge Transfer for Video LLM Temporal Grounding,Andong Deng · Zhongpai Gao · Anwesa Choudhuri · Benjamin Planche · Meng Zheng · Bin Wang · Terrence Chen · Chen Chen · Ziyan Wu,
ViUniT: Visual Unit Tests for More Robust Visual Programming,Artemis Panagopoulou · Honglu Zhou · silvio savarese · Caiming Xiong · Chris Callison-Burch · Mark Yatskar · Juan Carlos Niebles,
Robust Multi-Object 4D Generation for In-the-wild Videos,Wen-Hsuan Chu · Lei Ke · Jianmeng Liu · Mingxiao Huo · Pavel Tokmakov · Katerina Fragkiadaki,
CoCoGaussian: Leveraging Circle of Confusion for Gaussian Splatting from Defocused Images,Jungho Lee · Suhwan Cho · Taeoh Kim · Ho-Deok Jang · Minhyeok Lee · Geonho Cha · Dongyoon Wee · Dogyoon Lee · Sangyoun Lee,
Towards Understanding How Knowledge Evolves in Large Vision-Language Models,Sudong Wang · Yunjian Zhang · Yao Zhu · Jianing Li · Zizhe Wang · Yanwei Liu · Xiangyang Ji,
ViKIENet: Towards Efficient 3D Object Detection with Virtual Key Instance Enhanced Network,Zhuochen Yu · Bijie Qiu · Andy W. H. Khong,
Unified Medical Lesion Segmentation via Self-referring Indicator,Shijie Chang · Xiaoqi Zhao · Lihe Zhang · Tiancheng Wang,
RL-RC-DoT: A Block-level RL agent for Task-Aware Video Compression,Uri Gadot · Shie Mannor · Assaf Shocher · Gal Chechik · Assaf Hallak,
Feature Selection for Latent Factor Models,Rittwika Kansabanik · Adrian Barbu,https://github.com/barbua/FS-LFA
Anomize: Better Open Vocabulary Video Anomaly Detection,Fei Li · Wenxuan Liu · Jingjing Chen · Ruixu Zhang · Yuran Wang · Xian Zhong · Zheng Wang,
CamFreeDiff: Camera-free Image to Panorama Generation with Diffusion Model,Xiaoding Yuan · Shitao Tang · Kejie Li · Peng Wang,
Multi-modal Contrastive Learning with Negative Sampling Calibration for Phenotypic Drug Discovery,Jiahua Rao · Hanjing Lin · Leyu Chen · Jiancong Xie · Shuangjia Zheng · Yuedong Yang,
Transformers without Normalization,Jiachen Zhu · Xinlei Chen · Kaiming He · Yann LeCun · Zhuang Liu,
Consistent and Controllable Image Animation with Motion Diffusion Models,Xin Ma · Yaohui Wang · Gengyun Jia · Xinyuan Chen · Tien-Tsin Wong · Yuan-Fang Li · Cunjian Chen,
Diffusion Renderer: Neural Inverse and Forward Rendering with Video Diffusion Models,Ruofan Liang · Žan Gojčič · Huan Ling · Jacob Munkberg · Jon Hasselgren · Chih-Hao Lin · Jun Gao · Alexander Keller · Nandita Vijaykumar · Sanja Fidler · Zian Wang,
Visual Representation Learning through Causal Intervention for Controllable Image Editing,Shanshan Huang · Haoxuan Li · Chunyuan Zheng · Lei Wang · Guorui Liao · Zhili Gong · Huayi Yang · Li Liu,
Multi-modal Topology-embedded Graph Learning for Spatially Resolved Genes Prediction from Pathology Images with Prior Gene Similarity Information,Hang Shi · Chi Changxi · Peng Wan · Daoqiang Zhang · WEI SHAO,
Towards Million-Scale Adversarial Robustness Evaluation With Stronger Individual Attacks,Yong Xie · Weijie Zheng · Hanxun Huang · Guangnan Ye · Xingjun Ma,
"LIRM: Large Inverse Rendering Model for Progressive Reconstruction of Shape, Materials and View-dependent Radiance Fields",Zhengqin Li · Dilin Wang · Ka chen · Zhaoyang Lv · Thu Nguyen-Phuoc · Milim Lee · Jia-Bin Huang · Lei Xiao · Yufeng Zhu · Carl Marshall · Carl Ren · Richard Newcombe · Zhao Dong,
Multi-Modal Synergistic Implicit Image Enhancement for Efficient Optical Flow Estimation,Weichen Dai · wu hexing · xiaoyang weng · Yuxin Zheng · Yuhang Ming · Wanzeng Kong,
Test-Time Backdoor Detection for Object Detection Models,Hangtao Zhang · Yichen Wang · Shihui Yan · Chenyu Zhu · Ziqi Zhou · Linshan Hou · Shengshan Hu · Minghui Li · Yanjun Zhang · Leo Yu Zhang,
Generative Multiview Relighting for 3D Reconstruction under Extreme Illumination Variation,Hadi Alzayer · Philipp Henzler · Jonathan T. Barron · Jia-Bin Huang · Pratul P. Srinivasan · Dor Verbin,
LamRA: Large Multimodal Model as Your Advanced Retrieval Assistant,Yikun Liu · Yajie Zhang · jiayin cai · Xiaolong Jiang · Yao Hu · Jiangchao Yao · Yanfeng Wang · Weidi Xie,
DecoupledGaussian: Object-Scene Decoupling for Physics-Based Interaction,Miaowei Wang · Yibo Zhang · Rui Ma · Weiwei Xu · Changqing Zou · Daniel Morris,
HMAR: Efficient Hierarchical Masked Auto-Regressive Image Generation,Hermann Kumbong · Xian Liu · Tsung-Yi Lin · Ming-Yu Liu · Xihui Liu · Ziwei Liu · Daniel Y Fu · Christopher Re · David W. Romero,
Vid2Avatar-Pro: Authentic Avatar from Videos in the Wild via Universal Prior,Chen Guo · Junxuan Li · Yash Kant · Yaser Sheikh · Shunsuke Saito · Chen Cao,
SimAvatar: Simulation-Ready Avatars with Layered Hair and Clothing,Xueting Li · Ye Yuan · Shalini De Mello · Miles Macklin · Jonathan Leaf · Gilles Daviet · Jan Kautz · Umar Iqbal,
BLADE: Single-view Body Mesh Estimation through Accurate Depth Estimation,Shengze Wang · Jiefeng Li · Tianye Li · Ye Yuan · Henry Fuchs · Koki Nagano · Shalini De Mello · Michael Stengel,
Coherent 3D Portrait Video Reconstruction via Triplane Fusion,Shengze Wang · Xueting Li · Chao Liu · Matthew Chan · Michael Stengel · Henry Fuchs · Shalini De Mello · Koki Nagano,
Identifying and Mitigating Spurious Correlation in Multi-Task Learning,Junyi Chai · Shenyu Lu · Xiaoqian Wang,
VISTREAM: Improving Computation Efficiency of Visual Streaming Perception via Law-of-Charge-Conservation Inspired Spiking Neural Network,Kang You · Ziling Wei · Jing Yan · Boning Zhang · Qinghai Guo · Yaoyu Zhang · Zhezhi He,
Fish-Vista: A Multi-Purpose Dataset for Understanding & Identification of Traits from Images,Kazi Sajeed Mehrab · M. Maruf · Arka Daw · Abhilash Neog · Harish Babu Manogaran · Mridul Khurana · Zhenyang Feng · Bahadir Altintas · Yasin Bakis · Elizabeth Campolongo · Matthew Thompson · Xiaojun Wang · Hilmar Lapp · Tanya Berger-Wolf · Paula Mabee · Henry Bart · Wei-Lun Chao · Wasla Dahdul · Anuj Karpatne,
Unlocking the Potential of Unlabeled Data in Semi-Supervised Domain Generalization,Dongkwan Lee · Kyomin Hwang · Nojun Kwak,https://github.com/dongkwani/UPCSC
"SuperPC: A Single Diffusion Model for Point Cloud Completion, Upsampling, Denoising, and Colorization",Yi Du · Zhipeng Zhao · Shaoshu Su · Sharath Golluri · Haoze Zheng · Runmao Yao · Chen Wang,
ODA-GAN: Orthogonal Decoupling Alignment GAN Assisted by Weakly-supervised Learning for Virtual Immunohistochemistry Staining,Tong Wang · Mingkang Wang · Zhongze Wang · Hongkai Wang · Qi Xu · Fengyu Cong · Hongming Xu,
Towards Fine-Grained Interpretability: Counterfactual Explanations for Misclassification with Saliency Partition,ZHANG LINTONG · Kang Yin · Seong-Whan Lee,
Unleashing the Potential of Consistency Learning for Detecting and Grounding Multi-Modal Media Manipulation,Yiheng Li · Yang Yang · Zichang Tan · Huan Liu · Weihua Chen · Xu Zhou · Zhen Lei,
RainyGS: Efficient Rain Synthesis with Physically-Based Gaussian Splatting,Qiyu Dai · Xingyu Ni · Qianfan Shen · Mengyu Chu · Wenzheng Chen · Baoquan Chen,
StarVector: Generating Scalable Vector Graphics Code from Images and Text,Juan Rodriguez · Abhay Puri · Shubham Agarwal · Issam Laradji · Pau Rodriguez · Sai Rajeswar · David Vazquez · Christopher Pal · Marco Pedersoli,
Satellite to GroundScape - Large-scale Consistent Ground View Generation from Satellite Views,Ningli Xu · Rongjun Qin,
A Unified Model for Compressed Sensing MRI Across Undersampling Patterns,Armeet Singh Jatyani · Jiayun Wang · Aditi Chandrashekar · Zihui Wu · Miguel Liu-Schiaffini · Bahareh Tolooshams · Anima Anandkumar,
HyperGLM: HyperGraph for Video Scene Graph Generation and Anticipation,Trong-Thuan Nguyen · Pha Nguyen · Jackson Cothren · Alper Yilmaz · Khoa Luu,
Let Samples Speak: Mitigating Spurious Correlation by Exploiting the Clusterness of Samples,WEIWEI LI · Junzhuo Liu · Yuanyuan Ren · Yuchen Zheng · Yahao Liu · Wen Li,
Leveraging Perturbation Robustness to Enhance Out-of-Distribution Detection,Wenxi Chen · Raymond A. Yeh · Shaoshuai Mou · Yan Gu,https://github.com/wenxichen2746/Perturbation-Rectified-OOD-Detection.git
Quaffure: Real-Time Quasi-Static Neural Hair Simulation,Tuur Stuyck · Gene Wei-Chin Lin · Egor Larionov · Hsiaoyu Chen · Aljaž Božič · Nikolaos Sarafianos · Doug Roble,
PGC: Physics-Based Gaussian Cloth from a Single Pose,Michelle Guo · Matt Jen-Yuan Chiang · Igor Santesteban · Nikolaos Sarafianos · Hsiaoyu Chen · Oshri Halimi · Aljaž Božič · Shunsuke Saito · Jiajun Wu · Karen Liu · Tuur Stuyck · Egor Larionov,
OpenING: A Comprehensive Benchmark for Judging Open-ended Interleaved Image-Text Generation,Pengfei Zhou · Xiaopeng Peng · Jiajun Song · Chuanhao Li · Zhaopan Xu · Yue Yang · Ziyao Guo · Hao Zhang · Yuqi Lin · Yefei He · Lirui Zhao · Shuo Liu · Tianhua Li · Yuxuan Xie · Xiaojun Chang · Yu Qiao · Wenqi Shao · Kaipeng Zhang,
RICCARDO: Radar Hit Prediction and Convolution for Camera-Radar 3D Object Detection,Yunfei Long · Abhinav Kumar · Xiaoming Liu · Daniel Morris,
Doppelgängers and Adversarial Vulnerability,George Kamberov,
MFogHub: Bridging Multi-Regional and Multi-Satellite Data for Global Marine Fog Detection and Forecasting,Mengqiu XU · Kaixin Chen · Heng Guo · Yixiang Huang · Ming Wu · Zhenwei Shi · Chuang Zhang · Jun Guo,
Structure-Aware Correspondence Learning for Relative Pose Estimation,Yihan Chen · Wenfei Yang · Huan Ren · Shifeng Zhang · Tianzhu Zhang · Feng Wu,
Geometry-guided Online 3D Video Synthesis with Multi-View Temporal Consistency,Hyunho Ha · Lei Xiao · Christian Richardt · Thu Nguyen-Phuoc · Changil Kim · Min H. Kim · Douglas Lanman · Numair Khan,
Automatic Joint Structured Pruning and Quantization for Efficient Neural Network Training and Compression,Xiaoyi Qu · David Aponte · Colby Banbury · Daniel Robinson · Tianyu Ding · Kazuhito Koishida · Ilya Zharkov · Tianyi Chen,https://github.com/microsoft/geta
VisionZip: Longer is Better but Not Necessary in Vision Language Models,Senqiao Yang · Yukang Chen · Zhuotao Tian · Chengyao Wang · Jingyao Li · Bei Yu · Jiaya Jia,https://github.com/dvlab-research/VisionZip
FSFM: A Generalizable Face Security Foundation Model via Self-Supervised Facial Representation Learning,Gaojian Wang · Feng Lin · Tong Wu · Zhenguang Liu · Zhongjie Ba · Kui Ren,
AIGV-Assessor: Benchmarking and Evaluating the Perceptual Quality of Text-to-Video Generation with LMM,Wang Jiarui · Huiyu Duan · Guangtao Zhai · Juntong Wang · Xiongkuo Min,
RaSS: Improving Denoising Diffusion Samplers with Reinforced Active Sampling Scheduler,Xin Ding · Lei Yu · Xin Li · Zhijun Tu · Hanting Chen · Jie Hu · Zhibo Chen,
Zero-1-to-A: Zero-Shot One Image to Animatable Head Avatars Using Video Diffusion,Zhenglin Zhou · Fan Ma · Hehe Fan · Tat-seng Chua,
MOVIS: Enhancing Multi-Object Novel View Synthesis for Indoor Scenes,Ruijie Lu · Yixin Chen · Junfeng Ni · Baoxiong Jia · Yu Liu · Diwen Wan · Gang Zeng · Siyuan Huang,
A Bias-Free Training Paradigm for More General AI-generated Image Detection,Fabrizio Guillaro · Giada Zingarini · Ben Usman · Avneesh Sud · Davide Cozzolino · Luisa Verdoliva,
When Domain Generalization meets Generalized Category Discovery: An Adaptive Task-Arithmetic Driven Approach,Vaibhav Rathore · Shubhranil B · Saikat Dutta · Sarthak Mehrotra · Zsolt Kira · Biplab Banerjee,
LogoSP: Local-global Grouping of Superpoints for Unsupervised Semantic Segmentation of 3D Point Clouds,Zihui Zhang · Weisheng Dai · Hongtao Wen · Bo Yang,
Do Your Best and Get Enough Rest for Continual Learning,Hankyul Kang · Gregor Seifer · Donghyun Lee · Jongbin Ryu,https://github.com/hankyul2/ViewBatchModel
Subnet-Aware Dynamic Supernet Training for Neural Architecture Search,Jeimin Jeon · Youngmin Oh · Junghyup Lee · Donghyeon Baek · Dohyung Kim · Chanho Eom · Bumsub Ham,
Flash3D: Super-scaling Point Transformers through Joint Hardware-Geometry Locality,Liyan Chen · Gregory P. Meyer · Zaiwei Zhang · Eric M. Wolff · Paul Vernaza,https://github.com/liyanc/Flash3DTransformer
Mamba-Reg: Vision Mamba Also Needs Registers,Feng Wang · Jiahao Wang · Sucheng Ren · Guoyizhe Wei · Jieru Mei · Wei Shao · Yuyin Zhou · Alan L. Yuille · Cihang Xie,
GeoAvatar: Geometrically-Consistent Multi-Person Avatar Reconstruction from Sparse Multi-View Videos,Soohyun Lee · SeoYeon Kim · HeeKyung Lee · Won-Sik Cheong · Joo Ho Lee,
V2X-R: Cooperative LiDAR-4D Radar Fusion with Denoising Diffusion for 3D Object Detection,Xun Huang · Jinlong Wang · Qiming Xia · Siheng Chen · Bisheng Yang · Xin Li · Cheng Wang · Chenglu Wen,
Learning to Detect Objects from Multi-Agent LiDAR Scans without Manual Labels,Qiming Xia · Wenkai Lin · Haoen Xiang · Xun Huang · Siheng Chen · Zhen Dong · Cheng Wang · Chenglu Wen,
MCCD: Multi-Agent Collaboration-based Compositional Diffusion for Complex Text-to-Image Generation,Mingcheng Li · Xiaolu Hou · Ziyang Liu · Dingkang Yang · Ziyun Qian · Jiawei Chen · Jinjie Wei · Yue Jiang · Qingyao Xu · Lihua Zhang,
EAP-GS: Efficient Augmentation of Pointcloud for 3D Gaussian Splatting in Few-shot Scene Reconstruction,Dongrui Dai · Yuxiang Xing,
Seek Common Ground While Reserving Differences: Semi-Supervised Image-Text Sentiment Recognition,Wuyou Xia · Guoli Jia · Sicheng Zhao · Jufeng Yang,
Active Hyperspectral Imaging Using an Event Camera,Bohan Yu · Jinxiu Liang · Zhuofeng Wang · Bin Fan · Art Subpaasa · Boxin Shi · Imari Sato,
One is Plenty: A Polymorphic Feature Interpreter for Immutable Heterogeneous Collaborative Perception,Yuchen Xia · Quan Yuan · Guiyang Luo · Xiaoyuan Fu · Yang Li · Xuanhan Zhu · Tianyou Luo · Siheng Chen · Jinglin Li,
Dynamic Updates for Language Adaptation in Visual-Language Tracking,Xiaohai Li · Bineng Zhong · Qihua Liang · Zhiyi Mo · Jian Nong · Shuxiang Song,
PartGen: Part-level 3D Generation and Reconstruction with Multi-view Diffusion Models,Minghao Chen · Roman Shapovalov · Iro Laina · Tom Monnier · Jianyuan Wang · David Novotny · Andrea Vedaldi,
VGGT: Visual Geometry Grounded Transformer,Jianyuan Wang · Minghao Chen · Nikita Karaev · Andrea Vedaldi · Christian Rupprecht · David Novotny,
CustAny: Customizing Anything from A Single Example,Lingjie Kong · Kai WU · Chengming Xu · Xiaobin Hu · Wenhui Han · Jinlong Peng · Donghao Luo · Mengtian Li · Jiangning Zhang · Chengjie Wang · Yanwei Fu,
MASt3R-SLAM: Real-Time Dense SLAM with 3D Reconstruction Priors,Riku Murai · Eric Dexheimer · Andrew J. Davison,
FlashSloth : Lightning Multimodal Large Language Models via Embedded Visual Compression,Bo Tong · Bokai Lai · Yiyi Zhou · Luo · Yunhang Shen · Ke Li · Xiaoshuai Sun · Rongrong Ji,https://github.com/codefanw/FlashSloth
Simulator HC: Regression-based Online Simulation of Starting Problem-Solution Pairs for Homotopy Continuation in Geometric Vision,Xinyue Zhang · Zijia Dai · Wanting Xu · Laurent Kneip,https://github.com/qweee/simulatorHC
"EIDT-V: Exploiting Intersections in Diffusion Trajectories for Model-Agnostic, Zero-Shot, Training-Free Text-to-Video Generation",Diljeet Jagpal · Xi Chen · Vinay P. Namboodiri,
DiET-GS: Diffusion Prior and Event Stream-Assisted Motion Deblurring 3D Gaussian Splatting,Seungjun Lee · Gim Hee Lee,
SFDM: Robust Decomposition of Geometry and Reflectance for Realistic Face Rendering from Sparse-view Images,Daisheng Jin · Jiangbei Hu · Baixin Xu · Yuxin Dai · Chen Qian · Ying He,
Multi-Modal Contrastive Masked Autoencoders: A Two-Stage Progressive Pre-training Approach for RGBD Datasets,Muhammad Abdullah Jamal · Omid Mohareri,
Category-Agnostic Neural Object Rigging,Guangzhao He · Chen Geng · Shangzhe Wu · Jiajun Wu,
EventPSR: Surface Normal and Reflectance Estimation from Photometric Stereo Using an Event Camera,Bohan Yu · Jin Han · Boxin Shi · Imari Sato,
Birth and Death of a Rose,Chen Geng · Yunzhi Zhang · Shangzhe Wu · Jiajun Wu,
DualPM: Dual Posed-Canonical Point Maps for 3D Shape and Pose Reconstruction,Ben Kaye · Tomas Jakab · Shangzhe Wu · Christian Rupprecht · Andrea Vedaldi,
Towards Enhanced Image Inpainting: Mitigating Unwanted Object Insertion and Preserving Color Consistency,Yikai Wang · Chenjie Cao · Junqiu Yu · Ke Fan · Xiangyang Xue · Yanwei Fu,
"The Scene Language: Representing Scenes with Programs, Words, and Embeddings",Yunzhi Zhang · Zizhang Li · Matt Zhou · Shangzhe Wu · Jiajun Wu,
Closest Neighbors are Harmful for Lightweight Masked Auto-encoders,Jian Meng · Ahmed Hasssan · Li Yang · Deliang Fan · Jinwoo Shin · Jae-sun Seo,
Is `Right' Right? Enhancing Object Orientation Understanding in Multimodal Large Language Models through Egocentric Instruction Tuning,JiHyeok Jung · EunTae Kim · SeoYeon Kim · Joo Ho Lee · Bumsoo Kim · Buru Chang,
GS-2DGS: Geometrically Supervised 2DGS for Reflective Object Reconstruction,Jinguang Tong · Xuesong li · Fahira Afzal Maken · Sundaram Muthu · Lars Petersson · Chuong Nguyen · Hongdong Li,
Image is All You Need to Empower Large-scale Diffusion Models for In-Domain Generation,Pu Cao · Feng Zhou · Lu Yang · TianruiHuang · Qing Song,
Leveraging Temporal Cues for Semi-Supervised Multi-View 3D Object Detection,Jinhyung Park · Navyata Sanghvi · Hiroki Adachi · Yoshihisa Shibata · Shawn Hunt · Shinya Tanaka · Hironobu Fujiyioshi · Kris Kitani,
SeaLion: Semantic Part-Aware Latent Point Diffusion Models for 3D Generation,Dekai Zhu · Yan Di · Stefan Gavranovic · Slobodan Ilic,
Teaching Large Language Models to Regress Accurate Image Quality Scores Using Score Distribution,Zhiyuan You · Xin Cai · Jinjin Gu · Tianfan Xue · Chao Dong,
Autoregressive Sequential Pretraining for Visual Tracking,Shiyi Liang · Yifan Bai · Yihong Gong · Xing Wei,
Gaze-LLE: Gaze Target Estimation via Large-Scale Learned Encoders,Fiona Ryan · Ajay Bati · Sangmin Lee · Daniel Bolya · Judy Hoffman · James Rehg,
VDocRAG: Retrieval-Augmented Generation over Visually-Rich Documents,Ryota Tanaka · Taichi Iki · Taku Hasegawa · Kyosuke Nishida · Kuniko Saito · Jun Suzuki,
NADER: Neural Architecture Design via Multi-Agent Collaboration,Zekang Yang · Wang ZENG · Sheng Jin · Chen Qian · Ping Luo · Wentao Liu,
Distilled Prompt Learning for Incomplete Multimodal Survival Prediction,Yingxue Xu · Fengtao ZHOU · Chenyu Zhao · Yihui Wang · Can Yang · Hao Chen,
Prior Does Matter: Visual Navigation via Denoising Diffusion Bridge Models,Hao Ren · Yiming Zeng · Zetong Bi · Zhaoliang Wan · Junlong Huang · Hui Cheng,https://github.com/hren20/NaiviBridger
Boosting Point-Supervised Temporal Action Localization through Integrating Query Reformation and Optimal Transport,Mengnan Liu · Le Wang · Sanping Zhou · Kun Xia · Xiaolong Sun · Gang Hua,
Everything to the Synthetic: Diffusion-driven Test-time Adaptation via Synthetic-Domain Alignment,Jiayi Guo · Zhao Junhao · Chaoqun Du · Yulin Wang · Chunjiang Ge · Zanlin Ni · Shiji Song · Humphrey Shi · Gao Huang,
Enhancing Privacy-Utility Trade-offs to Mitigate Memorization in Diffusion Models,Chen Chen · Daochang Liu · Mubarak Shah · Chang Xu,
Adaptive Non-Uniform Timestep Sampling for Accelerating Diffusion Model Training,Myunsoo Kim · Donghyeon Ki · Seong-Woong Shim · Byung-Jun Lee,https://github.com/ku-dmlab/Adaptive-Timestep-Sampler
"Rethinking Diffusion for Text-Driven Human Motion Generation: Redundant Representations, Evaluation, and Masked Autoregression",Zichong Meng · Yiming Xie · Xiaogang Peng · Zeyu Han · Huaizu Jiang,
"Precise, Fast, and Low-cost Concept Erasure in Value Space: Orthogonal Complement Matters",Yuan Wang · Ouxiang Li · Tingting Mu · Yanbin Hao · Kuien Liu · Xiang Wang · Xiangnan He,
VISTA3D: A Unified Segmentation Foundation Model For 3D Medical Imaging,Yufan He · Pengfei Guo · Yucheng Tang · Andriy Myronenko · Vishwesh Nath · Ziyue Xu · Dong Yang · Can Zhao · Benjamin D. Simon · Mason Belue · Stephanie Anne Harmon · Baris Turkbey · Daguang Xu · Wenqi Li,
Re-thinking Temporal Search for Long-Form Video Understanding,Jinhui Ye · Zihan Wang · Haosen Sun · Keshigeyan Chandrasegaran · Zane Durante · Cristobal Eyzaguirre · Yonatan Bisk · Juan Carlos Niebles · Ehsan Adeli · Li Fei-Fei · Jiajun Wu · Manling Li,
Neuro-Symbolic Evaluation of Text-to-Video Models using Formal Verification,S P Sharan · Minkyu Choi · Sahil Shah · Harsh Goel · Mohammad Omama · Sandeep P. Chinchali,
Rethinking Token Reduction with Parameter-Efficient Fine-Tuning in ViT for Pixel-Level Tasks,Cheng Lei · Ao Li · Hu Yao · Ce Zhu · Le Zhang,
Training-free Neural Architecture Search through Variance of Knowledge of Deep Network Weights,Ondrej Tybl · Lukas Neumann,
Three Cars Approaching within 100m! Enhancing Distant Geometry by Tri-Axis Voxel Scanning for Camera-based Semantic Scene Completion,Jongseong Bae · Junwoo Ha · Ha Young Kim,
MultiMorph: On-demand Atlas Construction,Mazdak Abulnaga · Andrew Hoopes · Neel Dey · Malte Hoffmann · Bruce Fischl · John Guttag · Adrian V. Dalca,
Hyperbolic Uncertainty-Aware Few-Shot Incremental Point Cloud Segmentation,Tanuj Sur · Samrat Mukherjee · Kaizer Rahaman · Subhasis Chaudhuri · Muhammad Haris Khan · Biplab Banerjee,
Dual Energy-Based Model with Open-World Uncertainty Estimation for Out-of-distribution Detection,Qi Chen · Hu Ding,
Gaussian Splatting for Efficient Satellite Image Photogrammetry,Luca Savant Aira · Gabriele Facciolo · Thibaud Ehret,
TADFormer: Task-Adaptive Dynamic TransFormer for Efficient Multi-Task Learning,Seungmin Baek · Soyul Lee · Hayeon Jo · Hyesong Choi · Dongbo Min,
Blurred LiDAR for Sharper 3D: Robust Handheld 3D Scanning with Diffuse LiDAR and RGB,Nikhil Behari · Aaron Young · Siddharth Somasundaram · Tzofi Klinghoffer · Akshat Dave · Ramesh Raskar,
Efficient Event-Based Object Detection: A Hybrid Neural Network with Spatial and Temporal Attention,Soikat Hasan Ahmed · Jan Finkbeiner · Emre Neftci,
Temporal Separation with Entropy Regularization for Knowledge Distillation in Spiking Neural Networks,Kairong Yu · Chengting Yu · Tianqing Zhang · Xiaochen Zhao · Shu Yang · Hongwei Wang · Qiang Zhang · Qi Xu,
The Devil is in Low-Level Features for Cross-Domain Few-Shot Segmentation,Yuhan Liu · Yixiong Zou · Yuhua Li · Ruixuan Li,
Learnable Infinite Taylor Gaussian for Dynamic View Rendering,Bingbing Hu · Yanyan Li · rui xie · Bo Xu · Haoye Dong · Junfeng Yao · Gim Hee Lee,
Video Depth without Video Models,Bingxin Ke · Dominik Narnhofer · Shengyu Huang · Lei Ke · Torben Peters · Katerina Fragkiadaki · Anton Obukhov · Konrad Schindler,
IterIS: Iterative Inference-Solving Alignment for LoRA Merging,Hongxu chen · Zhen Wang · Runshi Li · Bowei Zhu · Long Chen,
One Diffusion to Generate Them All,Duong H. Le · Tuan Pham · Sangho Lee · Christopher Clark · Aniruddha Kembhavi · Stephan Mandt · Ranjay Krishna · Jiasen Lu,
FoundHand: Large-Scale Domain-Specific Learning for Controllable Hand Image Generation,Kefan Chen · Chaerin Min · Linguang Zhang · Shreyas Hampali · Cem Keskin · Srinath Sridhar,
FlipSketch: Flipping Static Drawings to Text-Guided Sketch Animations,Hmrishav Bandyopadhyay · Yi-Zhe Song,
TaoAvatar: Real-Time Lifelike Full-Body Talking Avatars for Augmented Reality via 3D Gaussian Splatting,Jianchuan Chen · Jingchuan Hu · Gaige Wang · Zhonghua Jiang · Tiansong Zhou · Zhiwen Chen · Chengfei Lv,
PanDA: Towards Panoramic Depth Anything with Unlabeled Panoramas and Mobius Spatial Augmentation,Zidong Cao · Jinjing Zhu · Weiming Zhang · Hao Ai · Haotian Bai · Hengshuang Zhao · Lin Wang,
VidHalluc: Evaluating Temporal Hallucinations in Multimodal Large Language Models for Video Understanding,Chaoyu Li · Eun Woo Im · Pooyan Fazli,
Taming Teacher Forcing for Masked Autoregressive Video Generation,Deyu Zhou · Quan Sun · Yuang Peng · Kun Yan · Runpei Dong · Duomin Wang · Zheng Ge · Nan Duan · Xiangyu Zhang,
Label Shift Meets Online Learning: Ensuring Consistent Adaptation with Universal Dynamic Regret,Yucong Dai · Shilin Gu · Ruidong Fan · Chao Xu · Chenping Hou,
Scaling Down Text Encoders of Text-to-Image Diffusion Models,Lifu Wang · Daqing Liu · Xinchen Liu · Xiaodong He,
Saliuitl: Ensemble Salience Guided Recovery of Adversarial Patches against CNNs,Mauricio Byrd Victorica · György Dán · Henrik Sandberg,
Black-Box Forgery Attacks on Semantic Watermarks for Diffusion Models,Andreas Müller · Denis Lukovnikov · Jonas Thietke · Asja Fischer · Erwin Quiring,
